boro,borough,boardNumber,agencyAcronym,responseId,communityBoardID,isDeleted,policyArea,needGroup,agency,type,need,request,budgetRequestTitle,continuedSupport,explanation,siteSpecific,address,siteOrFacility,siteOnStreet,siteStreetSegmentCrossStreet1,siteStreetSegmentCrossStreet2,siteStreetSegementSide,siteIntersectionStreetName,siteIntersectionStreet1,siteIntersectionStreet2,siteIntersectionCompassDirection,supporter1,supporter2,currentFYAgencyResponse,currentFYAgencyCategoryResponse,currentFYRanking,currentYearID
QN,Queens,3,DSNY,6882,QN3,,"Core Infrastructure, City Services, and Resiliency",Needs for Sanitation Services,Department of Sanitation (DSNY),Expense,Cleaning,Other cleaning requests,Other cleaning requests,,Increase funding for sanitation MLP service in section 31.   Explanation: The monies would allow sanitation to provide additional services to the areas that are mostly in need within our district. ,Yes,,,Boody Street,,,,,,,,,,"The agency supports this request, but funding is not available at this time.",Agency supports but cannot accommodate.,4,8239108-6882-2027-QN03-E
QN,Queens,3,DOT,6883,QN3,,Transportation and Mobility,Needs for Traffic and Transportation Infrastructure,Department of Transportation (DOT),Expense,Transportation infrastructure,Add street signage or wayfinding elements,Upgrade or create new greenways,,Request: Beautify the Center Mall on 34th Avenue from 112th to 114th streets.     Explanation: Plant shrubs and trees to increase greenery. Provide funding to a not-for-profit organization to maintain the site.,Yes,,,34 Street,112 Street,112 Street,,,,,,,,The City has funded a capital reconstruction project for 34 Ave. Community Outreach began in the summer of 2024 and will continue into 2026. https://www.nyc.gov/html/dot/downloads/pdf/34t h-ave-open-street-workshop-boards-jun2024.pdf,Agency supports and can accommodate.,5,8239108-6883-2027-QN03-E
QN,Queens,3,HPD,6884,QN3,,"Housing, Economic Development, and Land Use",Needs for Housing,Housing Preservation and Development (HPD),Expense,Affordable housing programs,Other expense budget request for HPD,Other expense budget request for HPD,,Provide funding for home-base services within the confines of Queens Community Board 3. ,No,,,,,,,,,,,,,"HomeBase is an HRA program, not an HPD program. ",Agency does not support and cannot accommodate.,1,8239108-6884-2027-QN03-E
QN,Queens,3,DPR,6885,QN3,,"Parks, Cultural, and Other Community Facilities",Needs for Parks,Department of Parks and Recreation (DPR),Capital,"Park, buildings, and access improvements","Provide a new or expanded park or amenity (i.e. playground, outdoor athletic field)","Provide a new or expanded park or amenity (i.e. playground, outdoor athletic field)",,Develop unused property fronting the entrance to the GCP and 94th Street for a dog park/sitting area.  There is no facility in the immediate area.   Explanation: Residents in this area would like to have a dog park developed on the unused property fronting the entrance to the Grand Central Parkway and 94th street. There is no facility in the immediate area.,Yes,,,94 Street and Ditmars Boulevard,,,,,,,,,,"In order to develop a dog park, there needs to be a dedicated formalized group through Partnerships for Parks who will maintain the dog park on a daily basis. The CB should reach out to the Queens Parks office if they are aware of folks who are interested in formalizing a group.  ",Agency does not support and cannot accommodate.,3,8239108-6885-2027-QN03-C
QN,Queens,3,DPR,6886,QN3,,"Parks, Cultural, and Other Community Facilities",Needs for Parks,Department of Parks and Recreation (DPR),Expense,Park programming,Other park programming requests,Other park programming requests,,"Request: Increase parks staffing levels for maintenance personnel. Hire a parks associates for PS 127 and Junction Boulevard parks and assistant gardener.    Explanation: CB3 requires additional associates in our area parks, currently there are only two associates in the entire district, Gorman park and Travers.  We deserve more programs and services.",No,,,,,,,,,,,,,Funding cannot be determined at this time,Agency supports but cannot accommodate.,2,8239108-6886-2027-QN03-E
QN,Queens,3,DOT,6887,QN3,,Transportation and Mobility,Needs for Traffic and Transportation Infrastructure,Department of Transportation (DOT),Capital,Transportation infrastructure,Repair or build new step streets,Repair or build new step streets,,"Redesign Step Street at Butler/Ditmars Blvd. and 25th Ave.  Explanation:  The 25th Ave step street could use a face-lift, which would entail improved lighting, seating areas, pruning and planting of additional greenery. The proposed enhancements would attract more users of this important public space.",Yes,,,25 Avenue and Butler Street,,,,,,,,,, DOT maintains the step street in question and repairs will continue to be done using in-house resources., Agency does not support but can address the need alternatively.,4,8239108-6887-2027-QN03-C
QN,Queens,3,EDC,6888,QN3,,"Housing, Economic Development, and Land Use",Needs for Economic Development,Economic Development Corporation (EDC),Expense,Economic development investments,Expand clean space initiatives for public sites and graffiti free removal program for private sites along commercial business corridors,Expand clean space initiatives for public sites and graffiti free removal program for private sites along commercial business corridors,,"Request: Increase Graffiti Removal Programs.    Explanation: To combat the increased incidence of graffiti in CD#3, additional monies are needed for these support programs.",No,,,,,,,,,,,,,The Department of Sanitation oversees the graffiti-free NYC program. CB can refer to the agency for removal of graffiti on public and private spaces.,The agency does not understand the request as written and requires more clarification.,1,8239108-6888-2027-QN03-E
QN,Queens,3,QL,6889,QN3,,"Parks, Cultural, and Other Community Facilities",Needs for Library Services,Queens Library (QL),Capital,"Library facilities, equipment and programs","Create a new, or renovate or upgrade an existing public library","Create a new, or renovate or upgrade an existing public library",,"Request: Expand Corona Library    Explanation: This heavily used facility is one of only four libraries in community Board 3. Whether expansion entails building up or acquiring adjacent property, the new addition would be welcomed.",Yes,"38-23 104 STREET, North Corona, NY, USA",Corona Library,,,,,,,,,,,This project was funded in a prior fiscal year and the scope is now underway. This project is managed by the NYC Department of Design & Construction.,Agency supports and can accommodate.,3,8239108-6889-2027-QN03-C
QN,Queens,3,SBS,6890,QN3,,"Housing, Economic Development, and Land Use",Needs for Economic Development,Department of Small Business Services (SBS),Expense,Direct business services,Other expense budget request for SBS,Other expense budget request for SBS,,Far too many businesses are closing their doors because of high rents ans reduction of customer base. Local merchants could benefit from the assistance of SBS. ,No,,,,,,,,,,,,,Please feel free to refer businesses from your district to our programs. Encourage business-owners in your district to call the SBS Hotline at (888)-SBS-4NYC to get a referral to SBS resources including Commercial Lease Assistance and Capital Access programs for pro-bono legal assistance and financing assistance.,Agency supports and can accommodate.,1,8239108-6890-2027-QN03-E
QN,Queens,3,DEP,6891,QN3,,"Core Infrastructure, City Services, and Resiliency","Needs for Water, Sewers, and Environmental Protection",Department of Environmental Protection (DEP),Capital,Environmental protection,Other capital budget request for DEP,Other capital budget request for DEP,,Employ interim measures to control floatables going into Flushing Bay and restore the wetlands,Yes,,Flushing Bay,,,,,,,,,,,PLEASE CONTACT THE AGENCY DIRECTLY AND PROMPTLY FOR MORE INFORMATION.,Agency does not support and cannot accommodate.,3,8239108-6891-2027-QN03-C
QN,Queens,3,DEP,6892,QN3,,"Core Infrastructure, City Services, and Resiliency","Needs for Water, Sewers, and Environmental Protection",Department of Environmental Protection (DEP),Expense,Sewage and flooding,Inspect sanitary sewer on specific street segment and repair or replace as needed,Inspect sanitary sewer on specific street segment and repair or replace as needed,,Increase DEP inspectorial personnel to address dumping and other environmental infractions in Flushing Bay. ,No,,,,,,,,,,,,,PLEASE CONTACT THE AGENCY DIRECTLY AND PROMPTLY FOR MORE INFORMATION.,Agency does not support and cannot accommodate.,2,8239108-6892-2027-QN03-E
QN,Queens,3,DPR,6893,QN3,,"Parks, Cultural, and Other Community Facilities",Needs for Parks,Department of Parks and Recreation (DPR),Capital,"Park, buildings, and access improvements","Provide a new or expanded park or amenity (i.e. playground, outdoor athletic field)","Provide a new or expanded park or amenity (i.e. playground, outdoor athletic field)",,"Upgrade and Expand Veterans Memorial Park. Upgrade the sitting area, make the space conducive for use by adults and children.",Yes,"VETERANS PLAZA, East Elmhurst, NY, USA",Veterans Plaza,,,,,,,,,,,Parks does not have capital funding allocated for this project.  The CB can advocate to its elected officials for capital funding. ,Agency supports but cannot accommodate.,4,8239108-6893-2027-QN03-C
QN,Queens,3,DOT,6894,QN3,,Transportation and Mobility,Needs for Traffic and Transportation Infrastructure,Department of Transportation (DOT),Expense,Traffic and traffic flow,Other traffic improvement requests,Other traffic improvement requests,,"Request: Increase funding to hire additional personnel to install, replace traffic/street signs, repair pot holes for Queens DOT    Explanation: Increase funding to hire personnel for sign replacement and pothole  repair.",No,,,,,,,,,,,,,DOT will continue to provide service with existing personnel.,Agency supports but cannot accommodate.,1,8239108-6894-2027-QN03-E
QN,Queens,3,FDNY,6895,QN3,,Public Safety and Emergency Services,Needs for Emergency Services,Fire Department of New York (FDNY),Capital,FDNY facilities and equipment,Rehabilitate or renovate existing fire houses or EMS stations,Rehabilitate or renovate existing fire houses or EMS stations,,FDNY Station 307/154 - Upgrade kitchen.,Yes,"81-19 NORTHERN BOULEVARD, East Elmhurst, NY, USA",FDNY Engine 307,,,,,,,,,,,"FDNY will seek to accommodate within existing resources, although this will depend on availability of funding and overall agency prioritization. The Community Board should continue work with their relevant elected officials to allocate Council/BP capital funding at Budget Adoption. ",Agency supports but cannot accommodate.,1,8239108-6895-2027-QN03-C
QN,Queens,3,DOB,6896,QN3,,"Housing, Economic Development, and Land Use",Needs for Land Use,Department of Buildings (DOB),Expense,Building code and zoning enforcement,Other expense budget request for DOB,Other expense budget request for DOB,,Increase staffing Level for DOB Compliance Unit. ,No,,,,,,,,,,,,,The agency will continue with the resources available.,Agency supports and can accommodate.,1,8239108-6896-2027-QN03-E
QN,Queens,3,DOT,6897,QN3,,Transportation and Mobility,Needs for Traffic and Transportation Infrastructure,Department of Transportation (DOT),Capital,Transportation infrastructure,Repair or provide new street lights,Repair or provide new street lights,,Increase safety by installing street lights from Junction Boulevard and Roosevelt Ave,No,,,,,,,,,,,,,Street lighting requests can be requested through the agency webform: https://www.nyc.gov/html/dot/html/contact/contact-form.shtml, Agency does not support but can address the need alternatively.,5,8239108-6897-2027-QN03-C
QN,Queens,3,HPD,6898,QN3,,"Housing, Economic Development, and Land Use",Needs for Housing,Housing Preservation and Development (HPD),Expense,Housing oversight and emergency housing programs,"Provide, expand, or enhance programs for housing inspections to correct code violations","Provide, expand, or enhance programs for housing inspections to correct code violations",,HPD - Increase inspectorial staffing levels for HPD (Housing Preservation and Development),No,,,,,,,,,,,,,This is a priority for the administration and HPD and we will continue to work with key stakeholders to ensure poor housing conditions in NYC are properly enforced. ,Agency supports and can accommodate.,2,8239108-6898-2027-QN03-E
QN,Queens,3,DPR,6899,QN3,,"Parks, Cultural, and Other Community Facilities",Needs for Parks,Department of Parks and Recreation (DPR),Capital,"Park, buildings, and access improvements","Reconstruct or upgrade a park or amenity (i.e. playground, outdoor athletic field)","Reconstruct or upgrade a park or amenity (i.e. playground, outdoor athletic field)",,Restore bathrooms near the marina restaurant located on the Malcolm X Promenade. Construct additional facilities along the promenade. ,Yes,, Flushing Bay Promenade ,,,,,,,,,,,Parks does not have capital funding to build public restrooms on Malcolm X Promenade.  The CB can advocate its elected officials for capital funding. ,Agency supports but cannot accommodate.,5,8239108-6899-2027-QN03-C
QN,Queens,3,DCWP,6900,QN3,,Other Needs,Other,Department of Consumer and Worker Protection (DCWP),Expense,Consumer and worker protection,Other expense request for DCWP,Other expense budget request for DCA,,Hire Additional Consumer Affairs agents to conduct night and weekend street vending inspections.,No,,,,,,,,,,,,,"DCWP doesn't enforce Street Vending. Since April 2023, the lead agency on street vendor enforcement is the NYC Department of Sanitation. ",This request has already been completed.,2,8239108-6900-2027-QN03-E
QN,Queens,3,DCLA,6901,QN3,,"Parks, Cultural, and Other Community Facilities",Needs for Cultural Services,Department of Cultural Affairs (DCLA),Capital,Cultural facilities and resources,Other cultural facilities and resources requests,Other cultural facilities and resources requests,,Construct a Community Performance  Arts Center in Jackson Heights that will accommodate seating for 300.  The new facility would host local and international artists and could be the home of the Jackson Heights Orchester.,No,,,,,,,,,,,,,"More information is required by DCLA to consider this request, specifically each request must be tied to one specific eligible cultural organization and mention a specific project. ",Agency supports but cannot accommodate.,1,8239108-6901-2027-QN03-C
QN,Queens,3,DOHMH,6902,QN3,,Health Care and Human Services,Needs for Health Care and Facilities,Department of Health and Mental Hygiene (DOHMH),Expense,Health and safety inspections,"Increase health and safety inspections, e.g. for restaurants and childcare programs","Increase health and safety inspections, e.g. for restaurants and childcare programs",,"Request: Hire additional Department of Health Inspectors to conduct night inspections.     Explanation: Unlicensed food vending along Roosevelt Ave, Broadway, 74th and 37th Avenues are increasing. The community would benefit from having more inspections conducted particularly at night where the problem is most prevalent.",No,,,,,,,,,,,,,"Reminder as of March 2023, the NYC Department of Sanitation is the lead agency on street vending enforcement. This is inclusive of mobile food vending. DOHMH continues to license and permit mobile food vendors and vending carts/vehicles and inspect for sanitary conditions of licensees. All other issues with mobile food vendors especially unlicensed activity or siting would be for DSNY to enforce ",This request has already been completed.,2,8239108-6902-2027-QN03-E
QN,Queens,3,DFTA,6904,QN3,,Health Care and Human Services,Needs for Older NYs,Department for the Aging (DFTA),Expense,Naturally Occurring Retirement Community (NORC) programs,Enhance NORC programs and health services,Enhance NORC programs and health services,,Request: Provide funding to increase NORC (Naturally Occurring Retirement Community) Programming in CB3.    Explanation: Seniors are the second largest population within CB3. It is important that senior programming such as NORC be made available to our elder residents. Providing health and social services within the confines of their coop/apartment complexes would significantly improve their quality of life.,No,,,,,,,,,,,,,Need additional funding for to meet this request.,Agency supports but cannot accommodate.,1,8239108-6904-2027-QN03-E
QN,Queens,3,DPR,6905,QN3,,"Parks, Cultural, and Other Community Facilities",Needs for Parks,Department of Parks and Recreation (DPR),Capital,"Park, buildings, and access improvements","Reconstruct or upgrade a park or amenity (i.e. playground, outdoor athletic field)","Reconstruct or upgrade a park or amenity (i.e. playground, outdoor athletic field)",,"Upgrade Gorman Playground, Phase 2 (Multiple purpose area, basketball, and volleyball courts). Maintenance is needed and a gate at the handball court. ",Yes,"GORMAN PLAYGROUND, East Elmhurst, NY, USA",Gorman Playground,,,,,,,,,,,Parks understands and supports this request but does not have capital funding allocated for this project.  The CB can advocate its elected officials for capital funding. ,Agency supports but cannot accommodate.,6,8239108-6905-2027-QN03-C
QN,Queens,3,DOT,6906,QN3,,Transportation and Mobility,Needs for Traffic and Transportation Infrastructure,Department of Transportation (DOT),Expense,Traffic and traffic flow,"Improve traffic and pedestrian safety, including traffic calming","Improve traffic and pedestrian safety, including traffic calming",,"Repair or construct new curbs or pedestrian ramps.  Provide funding for curb repair. While the property owner is responsible for the repair of sidewalks and encouraged to replace curbs, all too often, violations go unaddressed because of financial difficulties or neglect. Unsafe conditions are left to the city to be corrected. It is therefore important that funding to hire more outside contractors to perform sidewalk and curb repairs be increased. ",No,,,,,,,,,,,,,"Sidewalks are the responsibility of the adjacent property owner. For curb repair, please submit specific locations to the Borough Commissioner for review. For Pedestrian Ramps, the Adopted Budget includes a Citywide allocation. Specific locations are determined by DOT.",Agency supports and can accommodate.,3,8239108-6906-2027-QN03-E
QN,Queens,3,DPR,6907,QN3,,"Parks, Cultural, and Other Community Facilities",Needs for Parks,Department of Parks and Recreation (DPR),Capital,"Park, buildings, and access improvements","Improve access to a park or amenity (i.e. playground, outdoor athletic field)","Improve access to a park or amenity (i.e. playground, outdoor athletic field)",,Rehab ramp and railings underneath the Marina,No,,,,,,,,,,,,,Parks is assuming the CB means the ramp to the public boat launch.  Parks supports this request but does not have capital funding allocated for this project.  The CB can advocate to elected officials for capital funding. ,Agency supports but cannot accommodate.,7,8239108-6907-2027-QN03-C
QN,Queens,3,NYPD,6908,QN3,,Public Safety and Emergency Services,Needs for Public Safety,New York Police Department (NYPD),Expense,NYPD staff and training resources,Hire additional traffic enforcement agents,Hire additional traffic enforcement agents,,Increase funding to hire additional traffic enforcement agents to address double parking and other traffic infractions. ,No,,,,,,,,,,,,,"Based on the latest budget, the NYPD has a specific budgeted headcount.  The agency is working on filling vacancies in order to get to that headcount. ",Agency supports but cannot accommodate.,2,8239108-6908-2027-QN03-E
QN,Queens,3,DOT,6909,QN3,,Transportation and Mobility,Needs for Traffic and Transportation Infrastructure,Department of Transportation (DOT),Capital,Transportation infrastructure,"Repair or construct sidewalks, curbs, or pedestrian ramps","Repair or construct sidewalks, curbs, or pedestrian ramps",,"Request: Provide funding for curb repair.    Explanation: While the property owner is responsible for the repair of sidewalks and encouraged to replace curbs, all too often, violations go unaddressed because of financial difficulties or neglect. Unsafe conditions are left to the city to be corrected. It is therefore important that funding to hire more outside contractors to perform sidewalk and curb repairs be increase.",No,,,,,,,,,,,,,"Sidewalks are the responsibility of the adjacent property owner. For curb repair, please submit specific locations to the Borough Commissioner for review. For Pedestrian Ramps, the Adopted Budget includes a Citywide allocation. Specific locations are determined by DOT.",Agency supports but cannot accommodate.,7,8239108-6909-2027-QN03-C
QN,Queens,3,DOE,6910,QN3,,"Youth, Education, and Child Welfare",Needs for Youth Education,Department of Education (DOE),Expense,Educational programs,Other educational programs requests,Other educational programs requests,,"Provide and increase funding for the STEAM program within CB3.  STEAM is a method of instruction that incorporates Science, Technology, Engineering, the Arts, and Mathematics and helps to promote student critical thinking. Every classroom should have access to these important resources.",No,,,,,,,,,,,,,PLEASE CONTACT THE AGENCY DIRECTLY AND PROMPTLY FOR MORE INFORMATION.,Agency does not support and cannot accommodate.,2,8239108-6910-2027-QN03-E
QN,Queens,3,FDNY,6911,QN3,,Public Safety and Emergency Services,Needs for Emergency Services,Fire Department of New York (FDNY),Capital,FDNY facilities and equipment,"Provide new emergency vehicles, such as fire trucks or ambulances","Provide new emergency vehicles, such as fire trucks or ambulances",,Purchase a Medical Service Vehicle - FDNY/EMS for the Borough of Queens (for 10 patients at a time can be attended to on this mobile vehicle) Existing vehicle is over 29 years old.,No,,,,,,,,,,,,,"FDNY will seek to accommodate within existing resources, although this will depend on availability of funding and overall agency prioritization. The Community Board should continue work with their relevant elected officials to allocate Council/BP capital funding at Budget Adoption. ",Agency supports but cannot accommodate.,2,8239108-6911-2027-QN03-C
QN,Queens,3,DPR,6912,QN3,,"Parks, Cultural, and Other Community Facilities",Needs for Parks,Department of Parks and Recreation (DPR),Expense,Park maintenance and safety,Other expense budget request for DPR,Other expense budget request for DPR,,Provide a more accessible independent electrical source at the performance area/stage in Travers Park,Yes,"TRAVERS PARK, Jackson Heights, NY, USA",Travers Park,,,,,,,,,,,This has already been completed.,This request has already been completed.,3,8239108-6912-2027-QN03-E
QN,Queens,3,DPR,6913,QN3,,"Parks, Cultural, and Other Community Facilities",Needs for Parks,Department of Parks and Recreation (DPR),Capital,Park maintenance and safety,"Enhance park safety through design interventions, e.g. better lighting","Enhance park safety through design interventions, e.g. better lighting",,Improve overall lighting of the Promenade and replace decorative pavers. ,No,,,,,,,,,,,,,Parks supports this request but does not have capital funding allocated for this project.  The CB can advocate for capital funding from its elected officials. ,Agency supports but cannot accommodate.,9,8239108-6913-2027-QN03-C
QN,Queens,3,DSNY,6914,QN3,,"Core Infrastructure, City Services, and Resiliency",Needs for Sanitation Services,Department of Sanitation (DSNY),Expense,Sanitation Enforcement,Increase enforcement of illegal posting laws,Increase enforcement of illegal posting laws,,Increase funding for illegal posting personnel. ,No,,,,,,,,,,,,,"The agency supports this request, but funding is not available at this time.",Agency supports but cannot accommodate.,5,8239108-6914-2027-QN03-E
QN,Queens,3,FDNY,6915,QN3,,Public Safety and Emergency Services,Needs for Emergency Services,Fire Department of New York (FDNY),Capital,FDNY facilities and equipment,Other FDNY facilities and equipment requests,Other FDNY facilities and equipment requests,,Purchase for FDNY - Mutual aide Rapid Response Vehicle - For Citywide use state of the art vehicle that will transport equipment and supplies in emergency situations. ,No,,,,,,,,,,,,,"FDNY will seek to accommodate within existing resources, although this will depend on availability of funding and overall agency prioritization. The Community Board should continue work with their relevant elected officials to allocate Council/BP capital funding at Budget Adoption. ",Agency supports but cannot accommodate.,3,8239108-6915-2027-QN03-C
QN,Queens,3,DPR,6916,QN3,,"Parks, Cultural, and Other Community Facilities",Needs for Parks,Department of Parks and Recreation (DPR),Expense,Park maintenance and safety,Other park maintenance and safety requests,Other park maintenance and safety requests,,Increase funding levels to hire additional staff to maintain the parks landscapes. ,No,,,,,,,,,,,,,Funding cannot be determined at this time,Agency supports but cannot accommodate.,8,8239108-6916-2027-QN03-E
QN,Queens,3,FDNY,6917,QN3,,Public Safety and Emergency Services,Needs for Emergency Services,Fire Department of New York (FDNY),Capital,FDNY facilities and equipment,Provide new facilities such as a firehouse or EMS station,Provide new facilities such as a firehouse or EMS station,,At EMS Unit 406 - Upgrade men's locker room and shower.,No,,,,,,,,,,,,,"FDNY will seek to accommodate within existing resources, although this will depend on availability of funding and overall agency prioritization. The Community Board should continue work with their relevant elected officials to allocate Council/BP capital funding at Budget Adoption. ",Agency supports but cannot accommodate.,4,8239108-6917-2027-QN03-C
QN,Queens,3,DPR,6918,QN3,,"Parks, Cultural, and Other Community Facilities",Needs for Parks,Department of Parks and Recreation (DPR),Expense,Park maintenance and safety,"Enhance park safety through design interventions, e.g. better lighting","Enhance park safety through design interventions, e.g. better lighting",,Request: Extend fencing at Northern Boulevard Playground.    Explanation: Part of the fencing at this playground is chain linked and the balance is wrought iron. Remove the chain linked portion of the fence and replace it with wrought iron for safety and aesthetic reasons.,Yes,"NORTHERN PLAYGROUND, Jackson Heights, NY, USA",Northern Playground,,,,,,,,,,,There is currently no funding allocated for this project. The board can reach out to its elected officials for funding requests.   ,Agency supports but cannot accommodate.,9,8239108-6918-2027-QN03-E
QN,Queens,3,DPR,6919,QN3,,"Parks, Cultural, and Other Community Facilities",Needs for Parks,Department of Parks and Recreation (DPR),Capital,"Park, buildings, and access improvements","Improve access to a park or amenity (i.e. playground, outdoor athletic field)","Improve access to a park or amenity (i.e. playground, outdoor athletic field)",,Install exercise equipment chinup bars etc. adjacent to the men's room. Upgrade the multipurpose area of Gorman Park. ,No,,,,,,,,,,,,,Parks does not have capital funding allocated for this project.  The CB can advocate for capital funding from its elected officials.  ,Agency supports but cannot accommodate.,10,8239108-6919-2027-QN03-C
QN,Queens,3,SBS,6920,QN3,,"Housing, Economic Development, and Land Use",Needs for Economic Development,Department of Small Business Services (SBS),Expense,Business regulatory assistance,Other business regulatory assistance requests,Other business regulatory assistance requests,,"Implement Economic Development programs  which would  include entrepreneurial training, loan packaging, micro Loan Program, management training, export assistance.. Assistance is needed to  coordinate neighborhood redevelopment, marketing & anti-graffiti programs. Funding these programs would make a significant difference for the business community in CB3..",No,,,,,,,,,,,,,"The SBS Business Solutions Centers provides businesses 1-1 support, courses and webinars, support in accessing capital, and free legal services. Please call the SBS Hotline for more information and to receive a referral to services at (888) SBS-4NYC. Two years ago, SBS also launched ""NYC Funds Finder"", a platform for business owners seeking capital which they can visit at nycfundsfinder.nextstreet.com. Additionally, SBS offers the NYC Future Fund, a revenue-based loan that addressing the gap in access to affordable capital faced by small business owners, particularly those that otherwise often cannot obtain traditional bank financing  Finally, SBS offers commercial revitalization grants to community-based organizations that can include support with anti-graffiti programs and marketing. SBS will continue emailing community boards when grants are available and open for applications, and we encourage community boards to blast it to their networks. ",Agency supports and can accommodate.,2,8239108-6920-2027-QN03-E
QN,Queens,3,DPR,6921,QN3,,"Parks, Cultural, and Other Community Facilities",Needs for Parks,Department of Parks and Recreation (DPR),Capital,"Park, buildings, and access improvements","Improve access to a park or amenity (i.e. playground, outdoor athletic field)","Improve access to a park or amenity (i.e. playground, outdoor athletic field)",,Upgrade Louis Armstrong Playground at P.S 143 (Including Spray Shower). ,Yes,"LOUIS ARMSTRONG PLAYGROUND, North Corona, NY, USA",Louis Armstrong Playground,,,,,,,,,,,"There is capital funding for this project, which is in design.  ",Agency supports and can accommodate.,11,8239108-6921-2027-QN03-C
QN,Queens,3,DPR,6922,QN3,,"Parks, Cultural, and Other Community Facilities",Needs for Parks,Department of Parks and Recreation (DPR),Capital,"Park, buildings, and access improvements","Improve access to a park or amenity (i.e. playground, outdoor athletic field)","Improve access to a park or amenity (i.e. playground, outdoor athletic field)",,"Upgrade Private William Gray Park (98 St. between Northern Blvd. & 32nd Ave) play equipment, plantings and replace benches. ",No,,,,,,,,,,,,,Parks does not have capital funding allocated for this project.  The CB can advocate for capital funding from its elected officials. ,Agency supports but cannot accommodate.,12,8239108-6922-2027-QN03-C
QN,Queens,3,DOT,6923,QN3,,Transportation and Mobility,Needs for Traffic and Transportation Infrastructure,Department of Transportation (DOT),Capital,Traffic and traffic flow,Other traffic improvement requests,Other traffic improvement requests,,Replace sidewalks at Landing Lights A. ,Yes,"LAGUARDIA LANDING LIGHTS, East Elmhurst, NY, USA",Laguardia Landing Lights,,,,,,,,,,,Sidewalks are the responsibility of the adjacent property owner as per NYC Admin Code.,Agency supports but cannot accommodate.,8,8239108-6923-2027-QN03-C
QN,Queens,3,FDNY,6926,QN3,,Public Safety and Emergency Services,Needs for Emergency Services,Fire Department of New York (FDNY),Capital,FDNY facilities and equipment,"Provide new emergency vehicles, such as fire trucks or ambulances","Provide new emergency vehicles, such as fire trucks or ambulances",,Purchase a Bariatric Ambulance Unit.,No,,,,,,,,,,,,,"FDNY will seek to accommodate within existing resources, although this will depend on availability of funding and overall agency prioritization. The Community Board should continue work with their relevant elected officials to allocate Council/BP capital funding at Budget Adoption. ",Agency supports but cannot accommodate.,5,8239108-6926-2027-QN03-C
QN,Queens,3,DEP,6927,QN3,,"Core Infrastructure, City Services, and Resiliency","Needs for Water, Sewers, and Environmental Protection",Department of Environmental Protection (DEP),Capital,Environmental protection,Other capital budget request for DEP,Other capital budget request for DEP,Continued Support,"Request: Fund a Study For The Construction of a Separate Sewer System for 103rd & Northern Blvd., 25th Avenue & 81st Street, 77th Street & 30th Avenue, 25th Avenue and 77th Street and 25th Avenue and 76th Street.    Explanation: Neighborhoods that were once comprised of one & two family homes have been replaced with units of six to ten families. These changes have increased the demand on our infrastructure & sewer system. Before 1996, conditions were confined to East Elmhurst or North of Northern Blvd. Sewer backup conditions are now district-wide.",No,,,,,,,,,,,,,PLEASE CONTACT THE AGENCY DIRECTLY AND PROMPTLY FOR MORE INFORMATION.,Agency does not support and cannot accommodate.,1,8239108-6927-2027-QN03-C
QN,Queens,3,DOT,6928,QN3,,Transportation and Mobility,Needs for Traffic and Transportation Infrastructure,Department of Transportation (DOT),Capital,Transportation infrastructure,Reconstruct streets,Reconstruct streets,Continued Support,"Request: Resurface Streets in Community Board 3.    Explanation: Resurface Junction Blvd. between Northern and Roosevelt Avenues, 37th Ave from Junction Blvd. to 114th Street, 82nd Street from Roosevelt Ave to the BQE, Roosevelt Ave from 114th to 69th Streets and Astoria Blvd. from 69th to 114th Streets. ",Yes,,,86th Street,25th Avenue,25th Avenue,,,,,,,,Resurfacing requests can be put into the agency webform for review: https://www.nyc.gov/html/dot/html/contact/contact-form.shtml, Agency does not support but can address the need alternatively.,1,8239108-6928-2027-QN03-C
QN,Queens,3,DPR,6929,QN3,,"Parks, Cultural, and Other Community Facilities",Needs for Parks,Department of Parks and Recreation (DPR),Capital,Park maintenance and safety,Other park maintenance and safety requests,Other park maintenance and safety requests,Continued Support,Continued Support: Repair the drainage at Flushing Meadows Corona Park.,Yes,"FLUSHING MEADOWS/CORONA PARK, Flushing Meadows, NY, USA",Flushing Meadows Corona Park,,,,,,,,,,,"Because FMCP was built on a former ash damp that historically was a wetland, the park has chronic drainage issues.  Parks does not have capital funding allocated for this project.  The CB can advocate its elected officials for capital funding. ",Agency supports but cannot accommodate.,1,8239108-6929-2027-QN03-C
QN,Queens,3,DPR,6930,QN3,,"Parks, Cultural, and Other Community Facilities",Needs for Parks,Department of Parks and Recreation (DPR),Capital,"Park, buildings, and access improvements",Reconstruct or upgrade a building in a park,Reconstruct or upgrade a building in a park,Continued Support,Continued Support - Restore the Queens Green House at Forest Park.,Yes,"FOREST PARK GREENHOUSE, Forest Park, NY, USA",Forest Park Greenhouse,,,,,,,,,,,Parks does not have capital funding allocated for this project.  We appreciate the board's support.  The CB can advocate to elected officials for capital funding. ,Agency supports but cannot accommodate.,2,8239108-6930-2027-QN03-C
