boro,boardNumber,agencyAcronym,responseId,communityBoardID,policyArea,needGroup,agency,type,need,request,budgetRequestTitle,continuedSupport,explanation,siteSpecific,siteAddress,siteSiteName,siteFacilityName,siteCrossStreet1,siteCrossStreet2,siteOnStreet,siteStreetSegmentCrossStreet1,siteStreetSegmentCrossStreet2,siteStreetSegementSide,siteIntersectionStreetName,siteIntersectionStreet1,siteIntersectionStreet2,siteIntersectionCompassDirection,currentFYRanking
Manhattan,9,DOE,2459,MN9,"Youth, Education, and Child Welfare",Needs for Youth Education,Department of Education (DOE),Expense,Educational programs,Other expense budget request for DOE,Other expense budget request for DOE,,Provide funding for professional development in Math and ELA at PS 36 Margaret Douglas at 123 Morningside Drive,Yes,123 Morningside Drive,,PS 36,,,,,,,,,,,29
Queens,1,DOE,2460,QN1,"Youth, Education, and Child Welfare",Needs for Youth Education,Department of Education (DOE),Expense,Educational programs,Other expense budget request for DOE,Other expense budget request for DOE,,"The development in CD1, Q is at an all time high .  We would like to be pro-active and identify a location(s) where a new school(s) could be built. The Department of Education (DOE) is asked to activate a study for future seats in our district. ",No,,,,,,,,,,,,,,28
Queens,1,DOE,2461,QN1,"Youth, Education, and Child Welfare",Needs for Youth Education,Department of Education (DOE),Expense,Educational programs,Other expense budget request for DOE,Other expense budget request for DOE,,"The Department of Education (DOE) SD30 requires funding for additional funding to keep our students competitive in today's world with environmental science, computer science and the STEM curriculum constantly changing our district requires ample funding to keep our students on the cutting edge. We need to keep our future work force competitive beginning today.",No,,,,,,,,,,,,,,35
Queens,1,DOE,2462,QN1,"Youth, Education, and Child Welfare",Needs for Youth Education,Department of Education (DOE),Expense,Educational programs,Other expense budget request for DOE,Other expense budget request for DOE,,We require funding for Science Labs to keep our children competitive in today's world. We must inspire children in the field of Science. Today there are many different types of science labs such as hydroponic labs where children can have hands on experience. We encourage the Department of Education (SD30) to fund Science labs in all the schools in CD1/ SD30. We must interest tomorrows leaders today.,No,,,,,,,,,,,,,,48
Queens,1,DOE,2463,QN1,"Youth, Education, and Child Welfare",Needs for Youth Education,Department of Education (DOE),Expense,Educational programs,Other expense budget request for DOE,Other expense budget request for DOE,,CD1Q is asking the Department of Education for funding for Technology Labs in SD30. This is a necessity to keep our youth motivated and competitive in the field. Our children should be on the cutting edge. Technology is all around us and the children of our school district should have practical knowledge in order to compete in the future. Opportunity begins with education. We are educating the next work force and they will require real skills in order to compete and produce.,No,,,,,,,,,,,,,,49
Queens,14,DOE,2464,QN14,"Youth, Education, and Child Welfare",Needs for Youth Education,Department of Education (DOE),Expense,Educational programs,Other expense budget request for DOE,Other expense budget request for DOE,,Initiate a study to locate a Professional health related technical school and an aviation service school in CB14,No,,,,,,,,,,,,,,15
Staten Island,2,DOE,2465,SI2,"Youth, Education, and Child Welfare",Needs for Youth Education,Department of Education (DOE),Expense,Educational programs,Other expense budget request for DOE,Other expense budget request for DOE,,Increase funding for school nurses. At the beginning of the pandemic less than 40% of schools had a full-time nurse on staff. Funding should be increased to ensure a full-time nurse at every school.,No,,,,,,,,,,,,,,6
Staten Island,2,DOE,2466,SI2,"Youth, Education, and Child Welfare",Needs for Youth Education,Department of Education (DOE),Expense,Educational programs,Other expense budget request for DOE,Other expense budget request for DOE,,"Increase funding for Summer Youth Employment Program. This is the nation's largest youth employment program.  The Summer Youth Employment Program (SYEP) is the nation’s largest youth employment program, connecting NYC youth between the ages of 14 and 24 with career exploration opportunities and paid work experience each summer. The program better prepares students for careers of the future.",No,,,,,,,,,,,,,,10
Brooklyn,9,DOB,2467,BK9,"Housing, Economic Development, and Land Use",Needs for Land Use,Department of Buildings (DOB),Expense,Building code and zoning enforcement,Other expense budget request for DOB,Other expense budget request for DOB,,New construction is required to enforce rat control measures during construction of a new building. ,No,,,,,,,,,,,,,,63
Manhattan,1,DOB,2468,MN1,"Housing, Economic Development, and Land Use",Needs for Land Use,Department of Buildings (DOB),Expense,Building code and zoning enforcement,Other expense budget request for DOB,Other expense budget request for DOB,,Fund financial assistance programs to assist buildings to reach compliance with local Law 97,No,,,,,,,,,,,,,,27
Manhattan,4,DOB,2469,MN4,"Housing, Economic Development, and Land Use",Needs for Land Use,Department of Buildings (DOB),Expense,Building code and zoning enforcement,Other expense budget request for DOB,Other expense budget request for DOB,,"Expand funding for staff to expedite technology upgrades for Department of Buildings (DOB) website and application process to allow a demolition restriction district square to be filled as a yes or no. This will prevent improper demolition by flagging and notifying the building owner and the agency when a  improper demolition permit has been requested for a residential multiple dwelling in MCD4's Special Districts. Over the last five years DOB has improperly issued multiple buildings, totaling over a hundred residential units, demolition permits within the Special Districts.",No,,,,,,,,,,,,,,3
Queens,3,DOB,2470,QN3,"Housing, Economic Development, and Land Use",Needs for Land Use,Department of Buildings (DOB),Expense,Building code and zoning enforcement,Other expense budget request for DOB,Other expense budget request for DOB,,Increase staffing Level for DOB Compliance Unit. ,No,,,,,,,,,,,,,,21
Queens,10,DOB,2471,QN10,"Housing, Economic Development, and Land Use",Needs for Land Use,Department of Buildings (DOB),Expense,Building code and zoning enforcement,Other expense budget request for DOB,Other expense budget request for DOB,,"Support for more staff examiners, clerical staff, record scanning staff and inspectors for the Department of Buildings.  To insure that the agency resources are sufficient to address illegal conversions, illegal construction, and all other DOB responsibilities.",No,,,,,,,,,,,,,,27
Brooklyn,9,DFTA,2472,BK9,Health Care and Human Services,Needs for Older NYs,Department for the Aging (DFTA),Expense,Services for homebound older adults,Other expense budget request for DFTA,Other expense budget request for DFTA,,"Further promotion of SAGE centers, as there is a significant LGBTQIA population that needs to be informed of resources available to assist them as an aging adult.",No,,,,,,,,,,,,,,7
Brooklyn,9,DFTA,2473,BK9,Health Care and Human Services,Needs for Older NYs,Department for the Aging (DFTA),Expense,Services for homebound older adults,Other expense budget request for DFTA,Other expense budget request for DFTA,,"Increase services and programming for individuals with disabilities to make sure that people with disabilities can lead happy, healthy and productive lives. More programming should be considered as a way to increase awareness disability education and services. ",No,,,,,,,,,,,,,,70
Manhattan,5,DFTA,2474,MN5,Health Care and Human Services,Needs for Older NYs,Department for the Aging (DFTA),Expense,Services for homebound older adults,Other expense budget request for DFTA,Other expense budget request for DFTA,,Funding to make up for the non-recurring deferral funds which pay for staff and on going community care,No,,,,,,,,,,,,,,32
Manhattan,6,DFTA,2475,MN6,Health Care and Human Services,Needs for Older NYs,Department for the Aging (DFTA),Expense,Services for homebound older adults,Other expense budget request for DFTA,Other expense budget request for DFTA,,"We were pleased to see that the FY 2023 budget provides some funds to support seniors living at home. For tens of thousands of seniors in Manhattan Community District 6 who remain capable of independent and semi-independent living, aging in place is the best way to remain in a comfortable and familiar environment, and retain their neighborhood connections and access to services and support. Our district has the third-highest proportion of residents over 65 in Manhattan and the tenth-highest in the city, and that proportion is increasing. As our residents age, we hope the administration will increase funding for this commitment.",No,,,,,,,,,,,,,,19
Manhattan,7,DFTA,2476,MN7,Health Care and Human Services,Needs for Older NYs,Department for the Aging (DFTA),Expense,Services for homebound older adults,Other expense budget request for DFTA,Other expense budget request for DFTA,,"Increase funding for home delivered meals for seniors. Home bound seniors are able to stay in their own homes thanks to home delivered meals.  The costs of these meals has increase, but funds to providers has not kept up. Also many more home bound seniors need to be enrolled in the programs ",No,,,,,,,,,,,,,,22
Manhattan,9,DFTA,2477,MN9,Health Care and Human Services,Needs for Older NYs,Department for the Aging (DFTA),Expense,Services for homebound older adults,Other expense budget request for DFTA,Other expense budget request for DFTA,,"Provide funds to repair Hamilton Grange Senior Center damaged by flooding during Hurricane Ida, including kitchen renovation (with new freezer, stove, counters, and working sink), repair of floors, and replacement of boiler",No,,,,,,,,,,,,,,43
Manhattan,9,DFTA,2478,MN9,Health Care and Human Services,Needs for Older NYs,Department for the Aging (DFTA),Expense,Services for homebound older adults,Other expense budget request for DFTA,Other expense budget request for DFTA,,Provide funds for the renovation and repair of roof and interior of Wilson Major Morris Center,No,,,,,,,,,,,,,,45
Manhattan,9,DFTA,2479,MN9,Health Care and Human Services,Needs for Older NYs,Department for the Aging (DFTA),Expense,Services for homebound older adults,Other expense budget request for DFTA,Other expense budget request for DFTA,,Allocate funding for WiFi and tablet/laptops for low-income seniors isolated by the COVID-19 pandemic and the digital divide in New York,No,,,,,,,,,,,,,,49
Manhattan,12,DFTA,2480,MN12,Health Care and Human Services,Needs for Older NYs,Department for the Aging (DFTA),Expense,Services for homebound older adults,Other expense budget request for DFTA,Other expense budget request for DFTA,,"New (Revised): Increase access and outreach to healthy, culturally appropriate food for seniors with medical needs.",No,,,,,,,,,,,,,,14
Manhattan,12,DFTA,2481,MN12,Health Care and Human Services,Needs for Older NYs,Department for the Aging (DFTA),Expense,Services for homebound older adults,Other expense budget request for DFTA,Other expense budget request for DFTA,,Increase OTPS funding for replacement furnishings in senior centers as needed,No,,,,,,,,,,,,,,15
Queens,1,DFTA,2482,QN1,Health Care and Human Services,Needs for Older NYs,Department for the Aging (DFTA),Expense,Services for homebound older adults,Other expense budget request for DFTA,Other expense budget request for DFTA,,"Funding for tables for low and mid-income senior Citizens of CD1. Tablets provide a necessary service to seniors in these uncertain times. The tablets provide access to doctors, family members and friends. This prevents isolation and depression at a time in life when people may have underling issues and their health could be at risk. This request also provides mental and emotional support to individuals providing a better quality of life.",No,,,,,,,,,,,,,,42
Queens,1,DFTA,2483,QN1,Health Care and Human Services,Needs for Older NYs,Department for the Aging (DFTA),Expense,Services for homebound older adults,Other expense budget request for DFTA,Other expense budget request for DFTA,,"Funding for Training programs in technology for the senior population in CD1 for health, mental and social needs of the elder population. Having the ability to reach a doctor when needed with out the additional risk of any contamination is priceless. Providing the tools to use technology will enhance the mental and social needs of a generation that can become isolated during social and natural events. ",No,,,,,,,,,,,,,,43
Queens,11,DFTA,2484,QN11,Health Care and Human Services,Needs for Older NYs,Department for the Aging (DFTA),Expense,Services for homebound older adults,Other expense budget request for DFTA,Other expense budget request for DFTA,,DFTA - In order to stay in their homes and maintain them seniors need a referral program for discounted or free reliable minor home repair service. There is currently only one such program citywide. Seniors are afraid of being victims of scams or unscrupulous repair services.,No,,,,,,,,,,,,,,20
Queens,11,DFTA,2485,QN11,Health Care and Human Services,Needs for Older NYs,Department for the Aging (DFTA),Expense,Services for homebound older adults,Other expense budget request for DFTA,Other expense budget request for DFTA,,"DFTA - As people age they tend to need various legal services to protect themselves and maintain the assets they do have. In Queens, there is only one program that provides legal services to the elderly. More discounted or free services are needed.",No,,,,,,,,,,,,,,21
Staten Island,1,DFTA,2486,SI1,Health Care and Human Services,Needs for Older NYs,Department for the Aging (DFTA),Expense,Services for homebound older adults,Other expense budget request for DFTA,Other expense budget request for DFTA,," Provide Department of the Aging funding increases to the SI senior centers, a place for respite and companionship.",No,,,,,,,,,,,,,,21
Bronx,5,DEP,2487,BX5,"Core Infrastructure, City Services, and Resiliency","Needs for Water, Sewers, and Environmental Protection",Department of Environmental Protection (DEP),Expense,Environmental protection,Other expense budget request for DEP,Other expense budget request for DEP,,"DEP - Hire additional Inspectors for the Department of Environmental Protection. Personnel Inspectors to Monitor Fire Hydrants (Opening and Closing). Community District 5, for the last three years, has experienced the highest rate of hydrant openings in the borough of the Bronx. Ranking in the top three citywide.",No,,,,,,,,,,,,,,11
Bronx,6,DEP,2488,BX6,"Core Infrastructure, City Services, and Resiliency","Needs for Water, Sewers, and Environmental Protection",Department of Environmental Protection (DEP),Expense,Environmental protection,Other expense budget request for DEP,Other expense budget request for DEP,,The neigborhood of West Farms has had a significant increase in density due to numerous new housing developments. CB6 requests an evaluation of sewer capacity in this neighborhood to gauge future capacity to meet need in the West Farms neighborhood.  ,No,,,,,,,,,,,,,,15
Bronx,8,DEP,2489,BX8,"Core Infrastructure, City Services, and Resiliency","Needs for Water, Sewers, and Environmental Protection",Department of Environmental Protection (DEP),Expense,Environmental protection,Other expense budget request for DEP,Other expense budget request for DEP,,#NAME?,Yes,,,jerome park reservoir,,,,,,,,,,,20
Bronx,8,DEP,2490,BX8,"Core Infrastructure, City Services, and Resiliency","Needs for Water, Sewers, and Environmental Protection",Department of Environmental Protection (DEP),Expense,Environmental protection,Other expense budget request for DEP,Other expense budget request for DEP,,"Tibbetts Brook Waterway Infrastructure Maintenance - Fund continual maintenance for operation, efficiency, and good housekeeping of Daylighting Project in Van Cortlandt Park and along Putnam South Greenway. ",No,,,,,,,,,,,,,,28
Bronx,8,DEP,2491,BX8,"Core Infrastructure, City Services, and Resiliency","Needs for Water, Sewers, and Environmental Protection",Department of Environmental Protection (DEP),Expense,Environmental protection,Other expense budget request for DEP,Other expense budget request for DEP,,"Maintain funding for catch basin inspection, cleaning, and maintenance in flood prone areas along Broadway and Bailey Avenue and on roadways in Kingsbridge Heights and Van Cortlandt Village  ",No,,,,,,,,,,,,,,29
Bronx,8,DEP,2492,BX8,"Core Infrastructure, City Services, and Resiliency","Needs for Water, Sewers, and Environmental Protection",Department of Environmental Protection (DEP),Expense,Environmental protection,Other expense budget request for DEP,Other expense budget request for DEP,,Croton Filtration Plant Cells – Provide a maintenance program for cells managing excess groundwater due to operation of Croton Filtration Plant,No,,,,,,,,,,,,,,30
Brooklyn,1,DEP,2493,BK1,"Core Infrastructure, City Services, and Resiliency","Needs for Water, Sewers, and Environmental Protection",Department of Environmental Protection (DEP),Expense,Environmental protection,Other expense budget request for DEP,Other expense budget request for DEP,,"Fund a comprehensive study of stormwater management measures to help mitigate the increasing onslaught of cloudburst events that chronically cause severe flooding in homes and businesses on the street.  Our district, to a large extent, is a waterfront community. There needs to be a deep investment in climate change mitigation measures. Harmful effects of climate change, for example, include flooding and a rise in groundwater from cloud burst events and sea levels. ",No,,,,,,,,,,,,,,22
Brooklyn,7,DEP,2494,BK7,"Core Infrastructure, City Services, and Resiliency","Needs for Water, Sewers, and Environmental Protection",Department of Environmental Protection (DEP),Expense,Environmental protection,Other expense budget request for DEP,Other expense budget request for DEP,,"Study water and sewer problems in area bounded by Kermit Place, East 7th Street, East 8th Street and Caton Avenue",No,,,,,,,,,,,,,,22
Brooklyn,9,DEP,2495,BK9,"Core Infrastructure, City Services, and Resiliency","Needs for Water, Sewers, and Environmental Protection",Department of Environmental Protection (DEP),Expense,Environmental protection,Other expense budget request for DEP,Other expense budget request for DEP,,Create a plan to evaluate all flood risk locations in CB9.,No,,,,,,,,,,,,,,34
Manhattan,1,DEP,2496,MN1,"Core Infrastructure, City Services, and Resiliency","Needs for Water, Sewers, and Environmental Protection",Department of Environmental Protection (DEP),Expense,Environmental protection,Other expense budget request for DEP,Other expense budget request for DEP,,"Fund City's ""Green Infrastructure Program"" to ensure all Lower Manhattan parks and green streets have green space and adequate stormwater capture. Additionally, add rain gardens and bioswales where possible. ",No,,,,,,,,,,,,,,25
Manhattan,1,DEP,2497,MN1,"Core Infrastructure, City Services, and Resiliency","Needs for Water, Sewers, and Environmental Protection",Department of Environmental Protection (DEP),Expense,Environmental protection,Other expense budget request for DEP,Other expense budget request for DEP,,"Noise Camera to cut back on excess noise pollution, either via pilot program or permanent pending legislation (Int 0778-2022)",No,,,,,,,,,,,,,,45
Manhattan,1,DEP,2498,MN1,"Core Infrastructure, City Services, and Resiliency","Needs for Water, Sewers, and Environmental Protection",Department of Environmental Protection (DEP),Expense,Environmental protection,Other expense budget request for DEP,Other expense budget request for DEP,,Study potential locations for Desalinization and grid scale battery storage located on Governor's Island,No,,,,,,,,,,,,,,55
Manhattan,1,DEP,2499,MN1,"Core Infrastructure, City Services, and Resiliency","Needs for Water, Sewers, and Environmental Protection",Department of Environmental Protection (DEP),Expense,Environmental protection,Other expense budget request for DEP,Other expense budget request for DEP,,Funding for creation of the west side resiliency task force to research and plan for long term holistic comprehensive resiliency from Chambers Street to Canal Street - Chambers Street to Canal Street,No,,,,,,,,,,,,,,56
Manhattan,2,DEP,2500,MN2,"Core Infrastructure, City Services, and Resiliency","Needs for Water, Sewers, and Environmental Protection",Department of Environmental Protection (DEP),Expense,Environmental protection,Other expense budget request for DEP,Other expense budget request for DEP,,"E2. Allocate funds for the City to sponsor a more localized study of the west side of the District along Hudson River Park, coordinating with relevant constituencies including the Hudson River Park Trust and the State DoT, to allow for more effective resiliency efforts. In the aftermath of Hurricane Sandy, it became clear that the Hudson River waterfront was dangerously vulnerable, but there has been opposition to the USACE proposal which does not take into account local conditions. The newly created Waterfront Code Committee could also potentially be part of this process. After making this request in previous years, the agency response was that further study of the request was needed. This effort needs City sponsorship to coordinate among all relevant constituencies.",No,,,,,,,,,,,,,,2
Manhattan,2,DEP,2501,MN2,"Core Infrastructure, City Services, and Resiliency","Needs for Water, Sewers, and Environmental Protection",Department of Environmental Protection (DEP),Expense,Environmental protection,Other expense budget request for DEP,Other expense budget request for DEP,,E21.  Allocate funds to explore funding and building green infrastructure within CB2.,No,,,,,,,,,,,,,,21
Manhattan,3,DEP,2502,MN3,"Core Infrastructure, City Services, and Resiliency","Needs for Water, Sewers, and Environmental Protection",Department of Environmental Protection (DEP),Expense,Environmental protection,Other expense budget request for DEP,Other expense budget request for DEP,,Funding for more noise enforcement cameras and staff for the program // small pilot program is underway that includes the use of a roadside sound meter and camera to capture evidence of vehicles emitting noise in violation of New York State’s Vehicle and Traffic Law and the City’s Noise Code ,No,,,,,,,,,,,,,,12
Manhattan,5,DEP,2503,MN5,"Core Infrastructure, City Services, and Resiliency","Needs for Water, Sewers, and Environmental Protection",Department of Environmental Protection (DEP),Expense,Environmental protection,Other expense budget request for DEP,Other expense budget request for DEP,,Funding for additional noise enforcement cameras and inspectors to aid in enforcement.,No,,,,,,,,,,,,,,28
Manhattan,9,DEP,2504,MN9,"Core Infrastructure, City Services, and Resiliency","Needs for Water, Sewers, and Environmental Protection",Department of Environmental Protection (DEP),Expense,Environmental protection,Other expense budget request for DEP,Other expense budget request for DEP,,Increase funding for water and sewer maintenance.,No,,,,,,,,,,,,,,32
Queens,1,DEP,2505,QN1,"Core Infrastructure, City Services, and Resiliency","Needs for Water, Sewers, and Environmental Protection",Department of Environmental Protection (DEP),Expense,Environmental protection,Other expense budget request for DEP,Other expense budget request for DEP,,We ask the Department of Environmental Protection to increase manpower for cleaning and maintenance of catch basins in CD1 district wide. Boundaries. This is a necessity for our districts catch basins to work efficiently. This will help to keep our community flood free. (DEP),No,,,,,,,,,,,,,,3
Queens,1,DEP,2506,QN1,"Core Infrastructure, City Services, and Resiliency","Needs for Water, Sewers, and Environmental Protection",Department of Environmental Protection (DEP),Expense,Environmental protection,Other expense budget request for DEP,Other expense budget request for DEP,,Due to recent expansion of 5G a study for (EMF) Electromagnetic Frequency/Radiation is necessary. Our district is seeing the installation of 5G antennas outside and in the vicinity of homes and businesses. For the safety of the community studies should be using guidelines for exposure to radiofrequency (RF) radiation and the carcinogenicity of radiofrequency electromagnetic fields district wide (CD1Q).,No,,,,,,,,,,,,,,25
Queens,2,DEP,2507,QN2,"Core Infrastructure, City Services, and Resiliency","Needs for Water, Sewers, and Environmental Protection",Department of Environmental Protection (DEP),Expense,Environmental protection,Other expense budget request for DEP,Other expense budget request for DEP,,"Include regular water quality measurements including dissolved oxygen test, water temperature, salinity, PH Levels Turbidity, and  Bathymetric survey for waterfront projects. Water quality tests allow water quality to be measured as well as the depth of a water body and map the under water features This information is vital whether waterfront areas are suitable for maritime use or require remedial measures necessary to make it so.. ",No,,,,,,,,,,,,,,9
Queens,4,DEP,2508,QN4,"Core Infrastructure, City Services, and Resiliency","Needs for Water, Sewers, and Environmental Protection",Department of Environmental Protection (DEP),Expense,Environmental protection,Other expense budget request for DEP,Other expense budget request for DEP,,"Requesting that a study of the monthly rain in the district, taking into account the amount of rain over hours, and days be conducted. Such a study would provide data of the capacity of our existing drainage systems (catch basins, rain gardens, parks, and permeable private property like grass yards, property with stormwater retention tanks, green roofs), and a study of how much water the system can retain before it backs up.   This study would: -identify how much drainage we require and how we can install and maintain it. -Identify how much retention capacity we have versus what we need.  -Fund infrastructure improvements that move us toward the goal of hitting those storm discharge numbers supported by data.  supported by data.",No,,,,,,,,,,,,,,12
Queens,14,DEP,2509,QN14,"Core Infrastructure, City Services, and Resiliency","Needs for Water, Sewers, and Environmental Protection",Department of Environmental Protection (DEP),Expense,Environmental protection,Other expense budget request for DEP,Other expense budget request for DEP,,"Initiate study for storm and sanitary sewers: 1) Wheatley street& Augustina Ave 2) Beach 9th street& Central ave 3) Brunswick Vve, Virginia street, Beach 12th street",No,,,,,,,,,,,,,,3
Queens,14,DEP,2510,QN14,"Core Infrastructure, City Services, and Resiliency","Needs for Water, Sewers, and Environmental Protection",Department of Environmental Protection (DEP),Expense,Environmental protection,Other expense budget request for DEP,Other expense budget request for DEP,,"initiate study and design for new storm and sanitary sewers, for Beach 84 street between Beach channel drive ad dead on Bay",No,,,,,,,,,,,,,,7
Queens,14,DEP,2511,QN14,"Core Infrastructure, City Services, and Resiliency","Needs for Water, Sewers, and Environmental Protection",Department of Environmental Protection (DEP),Expense,Environmental protection,Other expense budget request for DEP,Other expense budget request for DEP,,"Initiate study to raise all remaining  streets in broad channel to prevent flooding, install storm and sanitary sewers improve bulk heads at street ends",No,,,,,,,,,,,,,,16
Bronx,4,DCLA,2512,BX4,"Parks, Cultural, and Other Community Facilities",Needs for Cultural Services,Department of Cultural Affairs (DCLA),Expense,Cultural facilities and resources,Other expense budget request for DCLA,Other expense budget request for DCLA,,"Provide additional funding and resources so that local cultural institutions like the The Bronx Museum of the Arts, Bronx Children's Museum and the Universal Hip Hop Museum can provide more community programming particularly for young people. ",No,,,,,,,,,,,,,,43
Bronx,7,DCLA,2513,BX7,"Parks, Cultural, and Other Community Facilities",Needs for Cultural Services,Department of Cultural Affairs (DCLA),Expense,Cultural facilities and resources,Other expense budget request for DCLA,Other expense budget request for DCLA,,"The Bronx County Historical Society needs additional funding to hire additional staff, such as a Librarian Archivist to coordinate and execute programming, and maintenance and operations staff to keep the building and grounds at optimal conditions for the public and entire CB7 Community. ",No,,,,,,,,,,,,,,38
Queens,11,DCLA,2514,QN11,"Parks, Cultural, and Other Community Facilities",Needs for Cultural Services,Department of Cultural Affairs (DCLA),Expense,Cultural facilities and resources,Other expense budget request for DCLA,Other expense budget request for DCLA,,The Bayside Historical Society has been overseeing the Lawrence Cemetery since 1967 and has requested that the City maintain the grounds there. Tours are regularly given there for the community including school groups. ,Yes,"215-15 42nd Ave, Bayside, NY",,Lawrence Cemetery,,,,,,,,,,,22
Brooklyn,14,DCWP,2515,BK14,Other Needs,Other,Department of Consumer and Worker Protection (DCWP),Expense,Consumer and worker protection,Other expense budget request for DCA,Other expense budget request for DCA,,"DCWP is the licensing and main enforcement agency for the sale of tobacco and e-cigarettes. The pace of inspections is slow, and the enforcement mechanisms is inadequate. More stores sell these items without a license than with one.  Report of sales to minors and sales of flavored vapes are prevalent. A significant investment must be made in adding and training inspectors. At the state level, OCM is stepping into cannabis enforcement. The Sheriff's office has had impact on some enforcement. NYPD has been marginalized but remains involved where possible. This is an inefficient and ineffective approach. ",No,,,,,,,,,,,,,,11
Manhattan,1,DCWP,2516,MN1,Other Needs,Other,Department of Consumer and Worker Protection (DCWP),Expense,Consumer and worker protection,Other expense budget request for DCA,Other expense budget request for DCA,,Fund DCWP to coordinate with OCM and Sheriff's offices and task forces for illegal tobacco stores that are also selling cannabis products and increase funding for more enforcement of inspections and shutting down illegal tobacco stores,No,,,,,,,,,,,,,,52
Manhattan,8,DCWP,2517,MN8,Other Needs,Other,Department of Consumer and Worker Protection (DCWP),Expense,Consumer and worker protection,Other expense budget request for DCA,Other expense budget request for DCA,,Fund additional DCWP inspectors for regulation enforcement of mobile food vendors and outdoor dining.,No,,,,,,,,,,,,,,10
Queens,3,DCWP,2518,QN3,Other Needs,Other,Department of Consumer and Worker Protection (DCWP),Expense,Consumer and worker protection,Other expense budget request for DCA,Other expense budget request for DCA,,Hire Additional Consumer Affairs agents to conduct night and weekend street vending inspections.,No,,,,,,,,,,,,,,23
Brooklyn,16,ACS,2519,BK16,"Youth, Education, and Child Welfare",Needs for Youth and Child Welfare,Administration for Children's Services (ACS),Expense,Agency-wide,Other expense budget request for ACS,Other expense budget request for ACS,,Expand early care and education programs provided by day care and headstart centers.,No,,,,,,,,,,,,,,22
Manhattan,9,ACS,2520,MN9,"Youth, Education, and Child Welfare",Needs for Youth and Child Welfare,Administration for Children's Services (ACS),Expense,Agency-wide,Other expense budget request for ACS,Other expense budget request for ACS,,Provide increased funding for youth psychological and psychiatric services to address widespread barriers to mental health services for our children and young people,No,,,,,,,,,,,,,,24
Bronx,10,DSNY,2521,BX10,"Core Infrastructure, City Services, and Resiliency",Needs for Sanitation Services,Department of Sanitation (DSNY),Expense,,Other enforcement requests,Other enforcement requests,,Enforcement Camera for Givan Avenue between Rombouts Avenue and Peartree Avenue. ,No,,,,,,,,,,,,,,6
Brooklyn,5,DSNY,2522,BK5,"Core Infrastructure, City Services, and Resiliency",Needs for Sanitation Services,Department of Sanitation (DSNY),Expense,,Other enforcement requests,Other enforcement requests,,"Increase frequency of street inspection to remove abandoned vehicles and illegally parked vehicles.  There are some locations that are targeted more than others, specifically in auto body/repair shops.    • EXPLANATION: CB5 has the highest rate of 311 complaints for illegally parked and abandoned vehicles. We need a collaborated agency approach to address the issue.  RESPONSE TO AGENCY:  Please see re-submission of this item to appeal for allocation of any funding that has become available to address the need.",Yes,,Danforth Street,,Hemlock Street,Hemlock Street,,,,,,,,,2
Brooklyn,9,DSNY,2523,BK9,"Core Infrastructure, City Services, and Resiliency",Needs for Sanitation Services,Department of Sanitation (DSNY),Expense,,Other enforcement requests,Other enforcement requests,,"Illegal dumping is an escalating issue in our community.  Illegal drop offs and dumping at corner baskets, back sides of schools, tree pits, is an ongoing complaint.   Funding to increase enforcement's capacity to monitor chronic locations could make a significant impact in the public health, safety and appearance of our district.",No,,,,,,,,,,,,,,12
Brooklyn,11,DSNY,2524,BK11,"Core Infrastructure, City Services, and Resiliency",Needs for Sanitation Services,Department of Sanitation (DSNY),Expense,,Other enforcement requests,Other enforcement requests,,"Allocate funding for dedicated enforcement agents for the district to monitor the illegal dumping, sidewalk obstructions along the commercial corridors, and would ensure that there is adequate coverage to enforce residential and commercial routing times.",No,,,,,,,,,,,,,,9
Brooklyn,17,DSNY,2525,BK17,"Core Infrastructure, City Services, and Resiliency",Needs for Sanitation Services,Department of Sanitation (DSNY),Expense,,Other enforcement requests,Other enforcement requests,,There has been an increase in complaints regarding Illegal dumping throughout the community. CB17 request the installation of surveillance cameras (WCCTV Cameras PT2 Video) which are well built and has a high quality component and high quality still photographs. These cameras must be installed in strategic areas in the district to combat illegal dumping.  ,Yes,,East 42 Street,,Glenwood Road,Glenwood Road,,,,,,,,,16
Queens,1,DSNY,2526,QN1,"Core Infrastructure, City Services, and Resiliency",Needs for Sanitation Services,Department of Sanitation (DSNY),Expense,,Other enforcement requests,Other enforcement requests,,Develop a Sanitation Enforcement Pilot Program (SEPP) on 36 Avenue commercial strip. To develop a method of operation moving forward that will enhance the environment. This program will help to improve the quality of life by providing a cleaner community.,Yes,,"36 Avenue, Astoria NY",,,,,,,,,,,,18
